timestamp,T_amb_C,T_des_C,T_tank_C,peak_state,ahu_state,tes_state,case_id,valve_cmd,blower_cmd,pump_cmd,heater_cmd
2026-04-01 15:24:23,46.062,25.0,36.437,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:26,45.0,25.0,35.812,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:30,44.062,25.0,35.187,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:34,43.187,25.0,34.5,1,IDLE,IDLE,5,False,False,False,False
2026-04-17 00:25:48,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:25:50,22.0,25.0,22.5,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:25:52,22.0,25.0,22.5,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:25:54,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:25:56,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:25:58,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:00,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:02,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:04,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:06,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:08,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:10,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:12,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:14,21.9,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:16,21.9,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:18,21.9,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:20,21.9,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:22,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:24,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:26,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:28,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:30,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:32,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:34,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:36,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:38,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:40,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:42,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:44,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:46,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:48,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:50,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:52,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:54,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:56,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:26:58,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:00,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:03,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:05,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:07,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:09,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:11,22.0,25.0,22.4,1,NORMAL,IDLE,2,False,False,False,False
2026-04-17 00:27:15,22.0,25.0,22.4,0,NORMAL,CHARGING,3,False,False,True,True
